monthyear,month,year,county,amount,sales_type
201810,10,2018,PITKIN,694980,retail
201810,10,2018,PUEBLO,769549,medical
201810,10,2018,PUEBLO,5001654,retail
201810,10,2018,ROUTT,132712,medical
201810,10,2018,ROUTT,851265,retail
201810,10,2018,SAGUACHE,175549,retail
201810,10,2018,SAN MIGUEL,284125,retail
201810,10,2018,SUMMIT,92669,medical
201810,10,2018,SUMMIT,1336205,retail
201810,10,2018,WELD,334645,medical
201810,10,2018,WELD,2362252,retail
201811,11,2018,ADAMS,475793,medical
201811,11,2018,ADAMS,7404234,retail
201811,11,2018,ARAPAHOE,793814,medical
201811,11,2018,ARAPAHOE,10251205,retail
201811,11,2018,ARCHULETA,629695,retail
201811,11,2018,BOULDER,1277657,medical
201811,11,2018,BOULDER,7404306,retail
201811,11,2018,CHAFFEE,379794,retail
201811,11,2018,CLEAR CREEK,23148,medical
201811,11,2018,CLEAR CREEK,478979,retail
201811,11,2018,CONEJOS,448685,retail
201811,11,2018,COSTILLA,293351,retail
201811,11,2018,DENVER,11829016,medical
201811,11,2018,DENVER,31470367,retail
201811,11,2018,EAGLE,84221,medical
201811,11,2018,EAGLE,1073888,retail
201811,11,2018,EL PASO,7203476,medical
201811,11,2018,FREMONT,112642,medical
201811,11,2018,GARFIELD,118710,medical
201811,11,2018,GARFIELD,1540424,retail
201811,11,2018,GILPIN,171444,retail
201811,11,2018,GRAND,385453,retail
201811,11,2018,GUNNISON,459020,retail
201811,11,2018,JEFFERSON,1305975,medical
201811,11,2018,JEFFERSON,4135774,retail
201811,11,2018,LA PLATA,1916314,retail
201811,11,2018,LAKE,193034,retail
201811,11,2018,LARIMER,894188,medical
201811,11,2018,LARIMER,6471039,retail
201811,11,2018,LAS ANIMAS,23048,medical
201811,11,2018,LAS ANIMAS,4067789,retail
201811,11,2018,MESA,1553111,retail
201811,11,2018,MOFFAT,500264,retail
201811,11,2018,MONTEZUMA,45252,medical
201811,11,2018,MONTEZUMA,1751540,retail
201811,11,2018,OURAY,549988,retail
201811,11,2018,PARK,324363,retail
201811,11,2018,PITKIN,33385,medical
201811,11,2018,PITKIN,599002,retail
201811,11,2018,PUEBLO,602548,medical
201811,11,2018,PUEBLO,4868317,retail
201811,11,2018,ROUTT,125491,medical
201811,11,2018,ROUTT,758528,retail
201811,11,2018,SAGUACHE,139665,retail
201811,11,2018,SAN MIGUEL,200869,retail
201811,11,2018,SUMMIT,90339,medical
201811,11,2018,SUMMIT,1504585,retail
201811,11,2018,WELD,350896,medical
201811,11,2018,WELD,2346003,retail
201812,12,2018,ADAMS,537919,medical
201812,12,2018,ADAMS,7333549,retail
201812,12,2018,ARAPAHOE,840436,medical
201812,12,2018,ARAPAHOE,10731040,retail
201812,12,2018,ARCHULETA,785073,retail
201812,12,2018,BOULDER,2077359,medical
201812,12,2018,BOULDER,7757965,retail
201812,12,2018,CLEAR CREEK,614305,retail
201812,12,2018,CONEJOS,442161,retail
201812,12,2018,COSTILLA,304403,retail
201812,12,2018,DENVER,13218281,medical
201812,12,2018,DENVER,32997057,retail
201812,12,2018,EAGLE,98078,medical
201812,12,2018,EAGLE,1755283,retail
201812,12,2018,EL PASO,7377264,medical
201812,12,2018,GARFIELD,149089,medical
201812,12,2018,GARFIELD,1589975,retail
201812,12,2018,GILPIN,171994,retail
201812,12,2018,GRAND,594083,retail
201812,12,2018,GUNNISON,629546,retail
201812,12,2018,JEFFERSON,1149072,medical
201812,12,2018,JEFFERSON,4456550,retail
201812,12,2018,LA PLATA,2161229,retail
201812,12,2018,LAKE,228276,retail
201812,12,2018,LARIMER,917137,medical
201812,12,2018,LARIMER,6853279,retail
201812,12,2018,LAS ANIMAS,24868,medical
201812,12,2018,LAS ANIMAS,3919079,retail
201812,12,2018,MESA,1562193,retail
201812,12,2018,MOFFAT,557631,retail
201812,12,2018,MONTEZUMA,51687,medical
201812,12,2018,MONTEZUMA,1670767,retail
201812,12,2018,PARK,375986,retail
201812,12,2018,PITKIN,50018,medical
201812,12,2018,PITKIN,1254451,retail
201812,12,2018,PUEBLO,655858,medical
201812,12,2018,PUEBLO,5240434,retail
201812,12,2018,ROUTT,131134,medical
201812,12,2018,ROUTT,1139807,retail
201812,12,2018,SAGUACHE,141551,retail
201812,12,2018,SAN MIGUEL,437260,retail
201812,12,2018,SUMMIT,97292,medical
201812,12,2018,SUMMIT,2585000,retail
201812,12,2018,WELD,353590,medical
201812,12,2018,WELD,2461592,retail
201901,1,2019,ADAMS,514409,medical
201901,1,2019,ADAMS,7196545,retail
201901,1,2019,ARAPAHOE,828405,medical
201901,1,2019,ARAPAHOE,9767681,retail
201901,1,2019,ARCHULETA,674209,retail
201901,1,2019,BOULDER,1294791,medical
201901,1,2019,BOULDER,7108509,retail
201901,1,2019,CHAFFEE,414799,retail
201901,1,2019,CLEAR CREEK,635452,retail
201901,1,2019,CONEJOS,420899,retail
201901,1,2019,COSTILLA,290897,retail
201901,1,2019,DENVER,11175378,medical
201901,1,2019,DENVER,31107951,retail
201901,1,2019,EAGLE,1585551,retail
201901,1,2019,EL PASO,7599829,medical
201901,1,2019,FREMONT,130215,medical
201901,1,2019,GARFIELD,137449,medical
201901,1,2019,GARFIELD,1597913,retail
201901,1,2019,GILPIN,197020,retail
201901,1,2019,GRAND,601523,retail
201901,1,2019,GUNNISON,608092,retail
201901,1,2019,JEFFERSON,1227664,medical
201901,1,2019,JEFFERSON,4117404,retail
201901,1,2019,LA PLATA,1927562,retail
201901,1,2019,LARIMER,823904,medical
201901,1,2019,LARIMER,6156122,retail
201901,1,2019,LAS ANIMAS,23705,medical
201901,1,2019,LAS ANIMAS,3530142,retail
201901,1,2019,MESA,1498547,retail
201901,1,2019,MOFFAT,480801,retail
201901,1,2019,MONTEZUMA,46888,medical
201901,1,2019,MONTEZUMA,1474874,retail
201901,1,2019,MORGAN,953463,retail
201901,1,2019,OURAY,572783,retail
201901,1,2019,PARK,360133,retail
201901,1,2019,PITKIN,1473131,retail
201901,1,2019,PUEBLO,564784,medical
201901,1,2019,PUEBLO,4808523,retail
201901,1,2019,ROUTT,139096,medical
201901,1,2019,ROUTT,1260207,retail
201901,1,2019,SAGUACHE,131127,retail
201901,1,2019,SAN MIGUEL,532640,retail
201901,1,2019,SUMMIT,96743,medical
201901,1,2019,SUMMIT,2884654,retail
201901,1,2019,WELD,324991,medical
201901,1,2019,WELD,2228972,retail
201902,2,2019,ADAMS,645769,medical
201902,2,2019,ADAMS,6906948,retail
201902,2,2019,ARAPAHOE,732363,medical
201902,2,2019,ARAPAHOE,9291100,retail
201902,2,2019,ARCHULETA,641197,retail
201902,2,2019,BOULDER,1084974,medical
201902,2,2019,BOULDER,6792018,retail
201902,2,2019,CHAFFEE,378248,retail
201902,2,2019,CLEAR CREEK,619310,retail
201902,2,2019,CONEJOS,405953,retail
201902,2,2019,COSTILLA,287714,retail
201902,2,2019,DENVER,10417954,medical
201902,2,2019,DENVER,29458298,retail
201902,2,2019,EAGLE,1852626,retail
201902,2,2019,EL PASO,7212439,medical
201902,2,2019,GARFIELD,135259,medical
201902,2,2019,GARFIELD,1567583,retail
201902,2,2019,GILPIN,139878,retail
201902,2,2019,GRAND,568922,retail
201902,2,2019,GUNNISON,564334,retail
201902,2,2019,JEFFERSON,1074048,medical
201902,2,2019,JEFFERSON,3920449,retail
201902,2,2019,LA PLATA,1858880,retail
201902,2,2019,LAKE,221282,retail
201902,2,2019,LARIMER,756816,medical
201902,2,2019,LARIMER,5846839,retail
201902,2,2019,LAS ANIMAS,20555,medical
201902,2,2019,LAS ANIMAS,3544538,retail
201902,2,2019,MESA,1487806,retail
201902,2,2019,MOFFAT,506751,retail
201902,2,2019,MONTEZUMA,80095,medical
201902,2,2019,MONTEZUMA,1524410,retail
201902,2,2019,MORGAN,947765,retail
201902,2,2019,OURAY,566827,retail
201902,2,2019,PARK,335651,retail
201902,2,2019,PITKIN,48006,medical
201902,2,2019,PITKIN,1317786,retail
201902,2,2019,PUEBLO,588137,medical
201902,2,2019,PUEBLO,4808565,retail
201902,2,2019,ROUTT,130873,medical
201902,2,2019,ROUTT,1201186,retail
201902,2,2019,SAGUACHE,132672,retail
201902,2,2019,SAN MIGUEL,525448,retail
201902,2,2019,SUMMIT,80495,medical
201902,2,2019,SUMMIT,2709353,retail
201902,2,2019,WELD,301255,medical
201902,2,2019,WELD,2121200,retail
201903,3,2019,ADAMS,756266,medical
201903,3,2019,ADAMS,8196485,retail
201903,3,2019,ARAPAHOE,803133,medical
201903,3,2019,ARAPAHOE,11006224,retail
201903,3,2019,ARCHULETA,0,medical
201903,3,2019,ARCHULETA,854243,retail
201903,3,2019,BOULDER,1176332,medical
201903,3,2019,BOULDER,8011970,retail
201903,3,2019,CHAFFEE,491071,retail
201903,3,2019,CLEAR CREEK,693843,retail
201903,3,2019,COSTILLA,0,medical
201903,3,2019,COSTILLA,346503,retail
201903,3,2019,DENVER,12204058,medical
201903,3,2019,DENVER,35328169,retail
201903,3,2019,EAGLE,85720,medical
201903,3,2019,EAGLE,2048364,retail
201903,3,2019,EL PASO,8576412,medical
201903,3,2019,GARFIELD,160604,medical
201903,3,2019,GARFIELD,1940686,retail
201903,3,2019,GILPIN,177017,retail
201903,3,2019,GRAND,716797,retail
201903,3,2019,GUNNISON,698438,retail
201903,3,2019,HUERFANO,190779,retail
201903,3,2019,JEFFERSON,1339825,medical
201903,3,2019,JEFFERSON,4619785,retail
201903,3,2019,LA PLATA,2291152,retail
201903,3,2019,LARIMER,846068,medical
201903,3,2019,LARIMER,6934865,retail
201903,3,2019,LAS ANIMAS,39741,medical
201903,3,2019,LAS ANIMAS,4235173,retail
201903,3,2019,MESA,1798281,retail
201903,3,2019,MOFFAT,634643,retail
201903,3,2019,MONTEZUMA,44973,medical
201903,3,2019,MONTEZUMA,1891600,retail
201903,3,2019,OURAY,686123,retail
201903,3,2019,PARK,407207,retail
201903,3,2019,PITKIN,53366,medical
201903,3,2019,PITKIN,1617563,retail
201903,3,2019,PUEBLO,654207,medical
201903,3,2019,PUEBLO,6165091,retail
201903,3,2019,ROUTT,149654,medical
201903,3,2019,ROUTT,1248490,retail
201903,3,2019,SAGUACHE,170926,retail
201903,3,2019,SAN MIGUEL,586071,retail
201903,3,2019,SUMMIT,90465,medical
201903,3,2019,SUMMIT,3071178,retail
201903,3,2019,WELD,324054,medical
201903,3,2019,WELD,2371653,retail
201904,4,2019,ADAMS,657538,medical
201904,4,2019,ADAMS,8088858,retail
201904,4,2019,ARAPAHOE,861301,medical
201904,4,2019,ARAPAHOE,10818518,retail
201904,4,2019,ARCHULETA,0,medical
201904,4,2019,ARCHULETA,607638,retail
201904,4,2019,BOULDER,1167776,medical
201904,4,2019,BOULDER,7966512,retail
201904,4,2019,CHAFFEE,407018,retail
201904,4,2019,CLEAR CREEK,541179,retail
201904,4,2019,CONEJOS,487509,retail
201904,4,2019,COSTILLA,0,medical
201904,4,2019,COSTILLA,327009,retail
201904,4,2019,DENVER,12355779,medical
201904,4,2019,DENVER,35849262,retail
201904,4,2019,EAGLE,90807,medical
201904,4,2019,EAGLE,1293253,retail
201904,4,2019,EL PASO,8471384,medical
201904,4,2019,GARFIELD,115501,medical
201904,4,2019,GARFIELD,1912690,retail
201904,4,2019,GILPIN,0,medical
201904,4,2019,GILPIN,161627,retail
201904,4,2019,GRAND,422678,retail
201904,4,2019,GUNNISON,495750,retail
201904,4,2019,HUERFANO,145093,retail
201904,4,2019,JEFFERSON,1221673,medical
201904,4,2019,JEFFERSON,4453056,retail
201904,4,2019,LA PLATA,2077106,retail
201904,4,2019,LARIMER,801662,medical
201904,4,2019,LARIMER,6857558,retail
201904,4,2019,LAS ANIMAS,34184,medical
201904,4,2019,LAS ANIMAS,3987534,retail
201904,4,2019,MESA,1719091,retail
201904,4,2019,MOFFAT,0,medical
201904,4,2019,MOFFAT,622107,retail
201904,4,2019,MONTEZUMA,47348,medical
201904,4,2019,MONTEZUMA,1832405,retail
201904,4,2019,MORGAN,1186345,retail
201904,4,2019,OURAY,0,medical
201904,4,2019,OURAY,625800,retail
201904,4,2019,PARK,344036,retail
201904,4,2019,PITKIN,60498,medical
201904,4,2019,PITKIN,829186,retail
201904,4,2019,PUEBLO,719742,medical
201904,4,2019,PUEBLO,5827490,retail
201904,4,2019,ROUTT,141676,medical
201904,4,2019,ROUTT,816399,retail
201904,4,2019,SAGUACHE,0,medical
201904,4,2019,SAGUACHE,201306,retail
201904,4,2019,SAN MIGUEL,223250,retail
201904,4,2019,SUMMIT,92687,medical
201904,4,2019,SUMMIT,1682309,retail
201904,4,2019,WELD,318358,medical
201904,4,2019,WELD,2197597,retail
201905,5,2019,ADAMS,688338,medical
201905,5,2019,ADAMS,8417055,retail
201905,5,2019,ARAPAHOE,866549,medical
201905,5,2019,ARAPAHOE,11666375,retail
201905,5,2019,ARCHULETA,706823,retail
201905,5,2019,BOULDER,1156589,medical
201905,5,2019,BOULDER,8711541,retail
201905,5,2019,CHAFFEE,483702,retail
201905,5,2019,CLEAR CREEK,563276,retail
201905,5,2019,COSTILLA,390105,retail
201905,5,2019,DENVER,12805536,medical
201905,5,2019,DENVER,36761879,retail
201905,5,2019,EAGLE,86267,medical
201905,5,2019,EAGLE,1032881,retail
201905,5,2019,EL PASO,9306251,medical
201905,5,2019,GARFIELD,126620,medical
201905,5,2019,GARFIELD,2112194,retail
201905,5,2019,GILPIN,262353,retail
201905,5,2019,GRAND,396004,retail
201905,5,2019,GUNNISON,536027,retail
201905,5,2019,HUERFANO,243954,retail
201905,5,2019,JEFFERSON,1355225,medical
201905,5,2019,JEFFERSON,4716515,retail
201905,5,2019,LA PLATA,2737859,retail
201905,5,2019,LARIMER,800165,medical
201905,5,2019,LARIMER,7422167,retail
201905,5,2019,LAS ANIMAS,64389,medical
201905,5,2019,LAS ANIMAS,4197971,retail
201905,5,2019,MESA,1878469,retail
201905,5,2019,MOFFAT,728850,retail
201905,5,2019,MONTEZUMA,1762895,retail
201905,5,2019,MORGAN,1279570,retail
201905,5,2019,PARK,377648,retail
201905,5,2019,PITKIN,55475,medical
201905,5,2019,PITKIN,576807,retail
201905,5,2019,PUEBLO,777080,medical
201905,5,2019,PUEBLO,6412447,retail
201905,5,2019,ROUTT,137484,medical
201905,5,2019,ROUTT,771517,retail
201905,5,2019,SAGUACHE,256967,retail
201905,5,2019,SAN MIGUEL,227610,retail
201905,5,2019,SUMMIT,82717,medical
201905,5,2019,SUMMIT,1356620,retail
201905,5,2019,WELD,313835,medical
201905,5,2019,WELD,2310239,retail
201906,6,2019,ADAMS,698316,medical
201906,6,2019,ADAMS,8822616,retail
201906,6,2019,ARAPAHOE,787756,medical
201906,6,2019,ARAPAHOE,12303288,retail
201906,6,2019,ARCHULETA,958126,retail
201906,6,2019,BOULDER,1036137,medical
201906,6,2019,BOULDER,8880820,retail
201906,6,2019,CHAFFEE,629447,retail
201906,6,2019,CLEAR CREEK,669502,retail
201906,6,2019,COSTILLA,447991,retail
201906,6,2019,DENVER,12684305,medical
201906,6,2019,DENVER,38530815,retail
201906,6,2019,EAGLE,89204,medical
201906,6,2019,EAGLE,1317333,retail
201906,6,2019,EL PASO,9578226,medical
201906,6,2019,GARFIELD,122326,medical
201906,6,2019,GARFIELD,2164755,retail
201906,6,2019,GILPIN,281427,retail
201906,6,2019,GRAND,549428,retail
201906,6,2019,GUNNISON,709385,retail
201906,6,2019,HUERFANO,212900,retail
201906,6,2019,JEFFERSON,1284543,medical
201906,6,2019,JEFFERSON,4823369,retail
201906,6,2019,LA PLATA,2974674,retail
201906,6,2019,LAKE,277973,retail
201906,6,2019,LARIMER,1336184,medical
201906,6,2019,LARIMER,7642805,retail
201906,6,2019,LAS ANIMAS,38607,medical
201906,6,2019,LAS ANIMAS,5314210,retail
201906,6,2019,MESA,1925607,retail
201906,6,2019,MOFFAT,795081,retail
201906,6,2019,MONTEZUMA,1901689,retail
201906,6,2019,MORGAN,1447340,retail
201906,6,2019,PARK,455450,retail
201906,6,2019,PITKIN,996927,retail
201906,6,2019,PUEBLO,677697,medical
201906,6,2019,PUEBLO,6887823,retail
201906,6,2019,ROUTT,142624,medical
201906,6,2019,ROUTT,948687,retail
201906,6,2019,SAGUACHE,286055,retail
201906,6,2019,SAN MIGUEL,469822,retail
201906,6,2019,SUMMIT,74340,medical
201906,6,2019,SUMMIT,1736484,retail
201906,6,2019,WELD,311967,medical
201906,6,2019,WELD,2352064,retail
201907,7,2019,ADAMS,713244,medical
201907,7,2019,ADAMS,9889690,retail
201907,7,2019,ARAPAHOE,861782,medical
201907,7,2019,ARAPAHOE,13602987,retail
201907,7,2019,ARCHULETA,1206281,retail
201907,7,2019,BOULDER,1160910,medical
201907,7,2019,BOULDER,10013202,retail
201907,7,2019,CHAFFEE,779946,retail
201907,7,2019,CLEAR CREEK,844933,retail
201907,7,2019,COSTILLA,521095,retail
201907,7,2019,DENVER,13134715,medical
201907,7,2019,DENVER,41013102,retail
201907,7,2019,EAGLE,104621,medical
201907,7,2019,EAGLE,1713739,retail
201907,7,2019,EL PASO,9792834,medical
201907,7,2019,FREMONT,165281,medical
201907,7,2019,GARFIELD,110091,medical
201907,7,2019,GARFIELD,2346451,retail
201907,7,2019,GRAND,764812,retail
201907,7,2019,GUNNISON,1029159,retail
201907,7,2019,HUERFANO,338563,retail
201907,7,2019,JEFFERSON,1405637,medical
201907,7,2019,JEFFERSON,5198994,retail
201907,7,2019,LA PLATA,2844294,retail
201907,7,2019,LAKE,368841,retail
201907,7,2019,LARIMER,788774,medical
201907,7,2019,LARIMER,8367530,retail
201907,7,2019,LAS ANIMAS,39874,medical
201907,7,2019,LAS ANIMAS,5983076,retail
201907,7,2019,MESA,1986339,retail
201907,7,2019,MOFFAT,845115,retail
201907,7,2019,MONTEZUMA,39297,medical
201907,7,2019,MONTEZUMA,2268925,retail
201907,7,2019,MORGAN,1661346,retail
201907,7,2019,OURAY,915949,retail
201907,7,2019,PARK,545077,retail
201907,7,2019,PITKIN,1424271,retail
201907,7,2019,PUEBLO,887221,medical
201907,7,2019,PUEBLO,7718630,retail
201907,7,2019,ROUTT,138343,medical
201907,7,2019,ROUTT,1172448,retail
201907,7,2019,SAGUACHE,338997,retail
201907,7,2019,SAN MIGUEL,598904,retail
201907,7,2019,SUMMIT,2321296,retail
201907,7,2019,WELD,315974,medical
201907,7,2019,WELD,2253999,retail
201908,8,2019,ADAMS,826903,medical
201908,8,2019,ADAMS,10611452,retail
201908,8,2019,ARAPAHOE,940341,medical
201908,8,2019,ARAPAHOE,14224608,retail
201908,8,2019,ARCHULETA,1146192,retail
201908,8,2019,BOULDER,1198666,medical
201908,8,2019,BOULDER,10131205,retail
201908,8,2019,CHAFFEE,746184,retail
201908,8,2019,CLEAR CREEK,838619,retail
201908,8,2019,COSTILLA,533246,retail
201908,8,2019,DENVER,13211048,medical
201908,8,2019,DENVER,43018205,retail
201908,8,2019,EAGLE,110662,medical
201908,8,2019,EAGLE,1704479,retail
201908,8,2019,EL PASO,10095380,medical
201908,8,2019,GARFIELD,106647,medical
201908,8,2019,GARFIELD,2482081,retail
201908,8,2019,GILPIN,257280,retail
201908,8,2019,GRAND,706335,retail
201908,8,2019,GUNNISON,999651,retail
201908,8,2019,HUERFANO,335825,retail
201908,8,2019,JEFFERSON,1538794,medical
201908,8,2019,JEFFERSON,5509978,retail
201908,8,2019,LA PLATA,2952663,retail
201908,8,2019,LARIMER,830557,medical
201908,8,2019,LARIMER,8922915,retail
201908,8,2019,LAS ANIMAS,55576,medical
201908,8,2019,LAS ANIMAS,6596831,retail
201908,8,2019,MESA,2099263,retail
201908,8,2019,MOFFAT,954918,retail
201908,8,2019,MONTEZUMA,2379204,retail
201908,8,2019,MORGAN,1952180,retail
201908,8,2019,OURAY,974730,retail
201908,8,2019,PARK,515847,retail
201908,8,2019,PITKIN,1444148,retail
201908,8,2019,PUEBLO,908369,medical
201908,8,2019,PUEBLO,8022564,retail
201908,8,2019,ROUTT,152079,medical
201908,8,2019,ROUTT,1180583,retail
201908,8,2019,SAGUACHE,371636,retail
201908,8,2019,SAN JUAN,121885,retail
201908,8,2019,SAN MIGUEL,533833,retail
201908,8,2019,SUMMIT,75201,medical
201908,8,2019,SUMMIT,2185290,retail
201908,8,2019,WELD,351554,medical
201908,8,2019,WELD,2481294,retail
201909,9,2019,ADAMS,731170,medical
201909,9,2019,ADAMS,9752924,retail
201909,9,2019,ARAPAHOE,866332,medical
201909,9,2019,ARAPAHOE,12830887,retail
201909,9,2019,ARCHULETA,1014873,retail
201909,9,2019,BOULDER,1165078,medical
201909,9,2019,BOULDER,9284700,retail
201909,9,2019,CLEAR CREEK,11791,medical
201909,9,2019,CLEAR CREEK,718321,retail
201909,9,2019,COSTILLA,481640,retail
201909,9,2019,DENVER,12356485,medical
201909,9,2019,DENVER,37916128,retail
201909,9,2019,EAGLE,96109,medical
201909,9,2019,EAGLE,1393391,retail
201909,9,2019,EL PASO,8842307,medical
201909,9,2019,FREMONT,168380,medical
201909,9,2019,GARFIELD,105595,medical
201909,9,2019,GARFIELD,2248930,retail
201909,9,2019,GILPIN,237204,retail
201909,9,2019,GRAND,615627,retail
201909,9,2019,GUNNISON,856666,retail
201909,9,2019,HUERFANO,296572,retail
201909,9,2019,JEFFERSON,1314993,medical
201909,9,2019,JEFFERSON,4895351,retail
201909,9,2019,LA PLATA,2703739,retail
201909,9,2019,LAKE,339220,retail
201909,9,2019,LARIMER,797466,medical
201909,9,2019,LARIMER,8330812,retail
201909,9,2019,LAS ANIMAS,26096,medical
201909,9,2019,LAS ANIMAS,5283914,retail
201909,9,2019,MESA,2096230,retail
201909,9,2019,MOFFAT,941147,retail
201909,9,2019,MONTEZUMA,2236163,retail
201909,9,2019,MORGAN,1814560,retail
201909,9,2019,OURAY,969806,retail
201909,9,2019,PARK,490736,retail
201909,9,2019,PITKIN,1080615,retail
201909,9,2019,PUEBLO,833119,medical
201909,9,2019,PUEBLO,7075867,retail
201909,9,2019,ROUTT,153657,medical
201909,9,2019,ROUTT,1137506,retail
201909,9,2019,SAGUACHE,328977,retail
201909,9,2019,SAN MIGUEL,497397,retail
201909,9,2019,SUMMIT,78799,medical
201909,9,2019,SUMMIT,1766747,retail
201909,9,2019,WELD,319547,medical
201909,9,2019,WELD,2488389,retail
201910,10,2019,ADAMS,683146,medical
201910,10,2019,ADAMS,9755113,retail
201910,10,2019,ARAPAHOE,932864,medical
201910,10,2019,ARAPAHOE,12818898,retail
201910,10,2019,ARCHULETA,846030,retail
201910,10,2019,BOULDER,1228765,medical
201910,10,2019,BOULDER,8610513,retail
201910,10,2019,CLEAR CREEK,616200,retail
201910,10,2019,COSTILLA,417345,retail
201910,10,2019,DENVER,12745449,medical
201910,10,2019,DENVER,36658663,retail
201910,10,2019,EAGLE,97072,medical
201910,10,2019,EAGLE,1207886,retail
201910,10,2019,EL PASO,9021347,medical
201910,10,2019,GARFIELD,110987,medical
201910,10,2019,GARFIELD,2092588,retail
201910,10,2019,GILPIN,289843,retail
201910,10,2019,GRAND,465374,retail
201910,10,2019,GUNNISON,681223,retail
201910,10,2019,HUERFANO,246923,retail
201910,10,2019,JEFFERSON,1324490,medical
201910,10,2019,JEFFERSON,4884640,retail
201910,10,2019,LA PLATA,2602002,retail
201910,10,2019,LARIMER,832007,medical
201910,10,2019,LARIMER,8323162,retail
201910,10,2019,LAS ANIMAS,24047,medical
201910,10,2019,LAS ANIMAS,4732006,retail
201910,10,2019,MESA,2016637,retail
201910,10,2019,MOFFAT,938222,retail
201910,10,2019,MONTEZUMA,2193331,retail
201910,10,2019,MORGAN,1703510,retail
201910,10,2019,OURAY,832739,retail
201910,10,2019,PARK,417780,retail
201910,10,2019,PITKIN,781376,retail
201910,10,2019,PUEBLO,827745,medical
201910,10,2019,PUEBLO,6766568,retail
201910,10,2019,ROUTT,159723,medical
201910,10,2019,ROUTT,970928,retail
201910,10,2019,SAGUACHE,297666,retail
201910,10,2019,SAN MIGUEL,291816,retail
201910,10,2019,SUMMIT,73581,medical
201910,10,2019,SUMMIT,1501163,retail
201910,10,2019,WELD,318300,medical
201910,10,2019,WELD,2509429,retail
201911,11,2019,ADAMS,685651,medical
201911,11,2019,ADAMS,9451567,retail
201911,11,2019,ARAPAHOE,811741,medical
201911,11,2019,ARAPAHOE,12396622,retail
201911,11,2019,ARCHULETA,699377,retail
201911,11,2019,BOULDER,1357101,medical
201911,11,2019,BOULDER,8483233,retail
201911,11,2019,CLEAR CREEK,535899,retail
201911,11,2019,COSTILLA,337001,retail
201911,11,2019,DENVER,11411092,medical
201911,11,2019,DENVER,34648813,retail
201911,11,2019,EAGLE,98948,medical
201911,11,2019,EAGLE,1180699,retail
201911,11,2019,EL PASO,7950598,medical
201911,11,2019,GARFIELD,110705,medical
201911,11,2019,GARFIELD,1860390,retail
201911,11,2019,GILPIN,250692,retail
201911,11,2019,GRAND,444042,retail
201911,11,2019,GUNNISON,535869,retail
201911,11,2019,HUERFANO,182778,retail
201911,11,2019,JEFFERSON,1353642,medical
201911,11,2019,JEFFERSON,4515281,retail
201911,11,2019,LA PLATA,2259703,retail
201911,11,2019,LAKE,224151,retail
201911,11,2019,LARIMER,782261,medical
201911,11,2019,LARIMER,8013976,retail
201911,11,2019,LAS ANIMAS,27877,medical
201911,11,2019,LAS ANIMAS,4384901,retail
201911,11,2019,MESA,1954432,retail
201911,11,2019,MOFFAT,927151,retail
201911,11,2019,MONTEZUMA,1918432,retail
201911,11,2019,MORGAN,1614277,retail
201911,11,2019,PARK,375600,retail
201911,11,2019,PITKIN,616732,retail
201911,11,2019,PUEBLO,775300,medical
201911,11,2019,PUEBLO,6525541,retail
201911,11,2019,ROUTT,155209,medical
201911,11,2019,ROUTT,850163,retail
201911,11,2019,SAGUACHE,250049,retail
201911,11,2019,SAN MIGUEL,200951,retail
201911,11,2019,SUMMIT,62495,medical
201911,11,2019,SUMMIT,1635742,retail
201911,11,2019,WELD,314633,medical
201911,11,2019,WELD,2452994,retail
201912,12,2019,ADAMS,708001,medical
201912,12,2019,ADAMS,9632162,retail
201912,12,2019,ARAPAHOE,875889,medical
201912,12,2019,ARAPAHOE,12359535,retail
201912,12,2019,ARCHULETA,893754,retail
201912,12,2019,BOULDER,1214853,medical
201912,12,2019,BOULDER,8622927,retail
201912,12,2019,CLEAR CREEK,662522,retail
201912,12,2019,COSTILLA,350369,retail
201912,12,2019,DENVER,11636868,medical
201912,12,2019,DENVER,33246095,retail
201912,12,2019,EAGLE,107825,medical
201912,12,2019,EAGLE,1847271,retail
201912,12,2019,EL PASO,8251711,medical
201912,12,2019,GARFIELD,113011,medical
201912,12,2019,GARFIELD,1883752,retail
201912,12,2019,GILPIN,238682,retail
201912,12,2019,GRAND,655035,retail
201912,12,2019,GUNNISON,659584,retail
201912,12,2019,HUERFANO,170840,retail
201912,12,2019,JEFFERSON,1443914,medical
201912,12,2019,JEFFERSON,4707227,retail
201912,12,2019,LA PLATA,2490195,retail
201912,12,2019,LAKE,241905,retail
201912,12,2019,LARIMER,805873,medical
201912,12,2019,LARIMER,8164102,retail
201912,12,2019,LAS ANIMAS,27183,medical
201912,12,2019,LAS ANIMAS,4024747,retail
201912,12,2019,MESA,1896560,retail
201912,12,2019,MOFFAT,853209,retail
201912,12,2019,MONTEZUMA,1793908,retail
201912,12,2019,MORGAN,1452645,retail
201912,12,2019,OURAY,730178,retail
201912,12,2019,PARK,405939,retail
201912,12,2019,PITKIN,1305423,retail
201912,12,2019,PUEBLO,754498,medical
201912,12,2019,PUEBLO,6312066,retail
201912,12,2019,ROUTT,153737,medical
201912,12,2019,ROUTT,1112789,retail
201912,12,2019,SAGUACHE,246391,retail
201912,12,2019,SAN JUAN,13232,retail
201912,12,2019,SAN MIGUEL,444533,retail
